39a5e461-791e-45f0-a4a9-2f4d06c8eca8.jpg,232,194,451,716,pneumonia
39a5e461-791e-45f0-a4a9-2f4d06c8eca8.jpg,552,147,788,410,pneumonia
a6236ddd-6367-4569-b5f1-07d2df9390ad.jpg,564,235,806,556,pneumonia
a6236ddd-6367-4569-b5f1-07d2df9390ad.jpg,235,272,435,642,pneumonia
390dad2f-bd13-4f16-92af-4e061499eddc.jpg,587,199,815,572,pneumonia
390dad2f-bd13-4f16-92af-4e061499eddc.jpg,246,130,456,644,pneumonia
a46cc8cc-8314-443f-a7b6-c16eb68a4a3f.jpg,590,361,805,779,pneumonia
a46cc8cc-8314-443f-a7b6-c16eb68a4a3f.jpg,169,225,450,714,pneumonia
7f81fcb5-397d-4a3e-acaf-6837b5fc19d6.jpg,249,238,416,556,pneumonia
7f81fcb5-397d-4a3e-acaf-6837b5fc19d6.jpg,583,272,784,689,pneumonia
9d42ccce-13f6-4053-8597-988d3ca98b74.jpg,561,197,799,811,pneumonia
ac2f43b0-3e63-47e0-9e50-4ba59b9b747e.jpg,500,258,686,607,pneumonia
ac2f43b0-3e63-47e0-9e50-4ba59b9b747e.jpg,95,246,345,789,pneumonia
1792982c-8183-4199-8217-510c92805614.jpg,485,149,759,846,pneumonia
6fe4d086-05ee-4b7c-887b-58954b0c5e6d.jpg,602,461,804,761,pneumonia
3d57f7e9-b198-4478-84c4-063bea92b00e.jpg,217,383,435,903,pneumonia
3d57f7e9-b198-4478-84c4-063bea92b00e.jpg,511,262,758,603,pneumonia
b7fecc2a-df32-457b-bfa7-141769dd48e7.jpg,528,170,738,441,pneumonia
b7fecc2a-df32-457b-bfa7-141769dd48e7.jpg,197,135,399,724,pneumonia
b053417c-836f-4f6f-9224-f9dc286ee6d0.jpg,263,239,443,630,pneumonia
b053417c-836f-4f6f-9224-f9dc286ee6d0.jpg,591,340,823,695,pneumonia
7a8dd22c-7af7-428c-a043-578390fc6fa1.jpg,263,264,440,708,pneumonia
7a8dd22c-7af7-428c-a043-578390fc6fa1.jpg,602,217,758,710,pneumonia
209147a3-a77b-4b6f-b2be-b74e38355bcf.jpg,237,268,402,568,pneumonia
637b1dfe-c876-44d8-b5a9-e5ebe3663773.jpg,177,297,328,542,pneumonia
d5cbd64c-322b-4460-ad0e-c9a23e781f3e.jpg,714,290,819,566,pneumonia
3c6c4fae-aa8c-4fc9-ac6f-d0970cd37d79.jpg,218,193,438,703,pneumonia
3c6c4fae-aa8c-4fc9-ac6f-d0970cd37d79.jpg,619,319,797,670,pneumonia
9c0fbb4b-715d-43ad-ac16-3cd798caaab3.jpg,202,663,393,909,pneumonia
9c0fbb4b-715d-43ad-ac16-3cd798caaab3.jpg,615,569,850,930,pneumonia
9f377ef1-a9b4-409c-8e6f-94199ac19a75.jpg,575,463,806,781,pneumonia
076eab63-d75d-4272-a5d3-13eae02f2c8f.jpg,186,203,455,797,pneumonia
076eab63-d75d-4272-a5d3-13eae02f2c8f.jpg,583,224,833,795,pneumonia
3d62329f-40d2-41e5-bcdd-c7eabc33f516.jpg,581,315,760,605,pneumonia
3d62329f-40d2-41e5-bcdd-c7eabc33f516.jpg,178,449,377,793,pneumonia
ae5ace0c-758d-4f0d-9acd-3f4817b0634c.jpg,239,517,422,664,pneumonia
09b2d54e-3a85-4efd-8204-ea73bc70c405.jpg,209,236,487,699,pneumonia
09b2d54e-3a85-4efd-8204-ea73bc70c405.jpg,582,310,858,959,pneumonia
910ea9c6-196b-47fb-97b1-763ab080fc3b.jpg,430,178,716,875,pneumonia
910ea9c6-196b-47fb-97b1-763ab080fc3b.jpg,95,145,319,734,pneumonia
9271f16e-e163-4ade-939b-3383b8252da3.jpg,596,225,867,880,pneumonia
9271f16e-e163-4ade-939b-3383b8252da3.jpg,227,197,473,724,pneumonia
bcee03c8-2ff9-4b01-a6d6-a4ee99565d81.jpg,229,334,434,697,pneumonia
bcee03c8-2ff9-4b01-a6d6-a4ee99565d81.jpg,609,266,810,936,pneumonia
82b9a505-f0ed-4bdd-a3d8-be9b13d720d7.jpg,706,235,971,677,pneumonia
82b9a505-f0ed-4bdd-a3d8-be9b13d720d7.jpg,316,405,566,658,pneumonia
72cdac79-3367-4312-8b8f-2da4938b2153.jpg,697,224,926,478,pneumonia
72cdac79-3367-4312-8b8f-2da4938b2153.jpg,262,234,445,401,pneumonia
aed93dee-241e-474b-9506-7736773366d1.jpg,68,211,331,624,pneumonia
aed93dee-241e-474b-9506-7736773366d1.jpg,468,243,691,809,pneumonia
4db53f6a-d873-4ef7-b321-f505473504e6.jpg,628,185,862,560,pneumonia
4db53f6a-d873-4ef7-b321-f505473504e6.jpg,293,161,507,554,pneumonia
6797dfe0-ba4e-464c-9644-8c1022b68a25.jpg,284,423,437,563,pneumonia
6797dfe0-ba4e-464c-9644-8c1022b68a25.jpg,726,328,887,557,pneumonia
f146bd0b-415f-45eb-b0c5-16d34a47c486.jpg,667,398,841,713,pneumonia
1dbc0249-4761-4b19-9872-de59673942da.jpg,221,489,370,566,pneumonia
1dbc0249-4761-4b19-9872-de59673942da.jpg,605,414,777,574,pneumonia
bbd7abfe-8b9c-46aa-ab4b-8ff854615770.jpg,256,289,473,527,pneumonia
bbd7abfe-8b9c-46aa-ab4b-8ff854615770.jpg,630,148,818,600,pneumonia
7ef28198-53a4-408e-8a54-1d421c97edba.jpg,230,450,345,545,pneumonia
7ef28198-53a4-408e-8a54-1d421c97edba.jpg,673,478,806,616,pneumonia
164e8e2e-f90c-41d8-a7ee-cfee6fef16b2.jpg,263,455,389,639,pneumonia
164e8e2e-f90c-41d8-a7ee-cfee6fef16b2.jpg,592,372,876,719,pneumonia
083a1a20-f642-42e3-b20b-937383f6da3c.jpg,550,372,850,703,pneumonia
083a1a20-f642-42e3-b20b-937383f6da3c.jpg,142,420,446,663,pneumonia
8570eacc-7d96-40b8-9be9-11a7b56db4c7.jpg,548,388,783,626,pneumonia
8570eacc-7d96-40b8-9be9-11a7b56db4c7.jpg,127,448,404,733,pneumonia
06893030-14ab-456d-a22d-05070773e370.jpg,634,314,854,623,pneumonia
06893030-14ab-456d-a22d-05070773e370.jpg,266,310,487,600,pneumonia
d3fbcb3d-b39c-4c8b-a23d-ae786dc11bfe.jpg,566,134,829,576,pneumonia
3b66da46-f0a2-4e41-bd6d-68a8ba799708.jpg,536,479,756,889,pneumonia
3b66da46-f0a2-4e41-bd6d-68a8ba799708.jpg,179,552,384,962,pneumonia
16fff742-c937-4b49-b7bd-b6d9f7b75847.jpg,626,456,828,890,pneumonia
16fff742-c937-4b49-b7bd-b6d9f7b75847.jpg,260,372,480,747,pneumonia
36042724-581b-4459-a45a-603beec0bdf2.jpg,621,429,834,778,pneumonia
36042724-581b-4459-a45a-603beec0bdf2.jpg,271,308,445,683,pneumonia
67ce8121-c2fd-493a-ae78-f256b3c1b0f0.jpg,615,351,806,603,pneumonia
67ce8121-c2fd-493a-ae78-f256b3c1b0f0.jpg,140,429,309,615,pneumonia
3374e3a8-2156-4553-b434-805405e67264.jpg,337,402,523,751,pneumonia
90e7387a-be9f-4560-8155-e8f17d7c96f3.jpg,219,494,460,741,pneumonia
b1a24561-8456-4032-9ad4-23a6d5a2b999.jpg,284,453,496,601,pneumonia
b6019839-752f-4db1-bf83-f5460472deb1.jpg,739,465,859,579,pneumonia
acb5c720-f741-415c-993c-65855be08ffa.jpg,187,384,436,525,pneumonia
acb5c720-f741-415c-993c-65855be08ffa.jpg,576,237,871,856,pneumonia
